miRNA	SRR34661416	SRR34661417	SRR34661418	SRR34661419	SRR34661420	SRR34661421	SRR34661422	SRR34661423	SRR34661424	SRR34661425	SRR34661426	SRR34661427	SRR34661428	SRR34661429	SRR34661430	SRR34661431	SRR34661432	SRR34661433	SRR34661434	SRR34661435	SRR34661436	SRR34661437	SRR34661438	SRR34661439	SRR34661440	SRR34661441	SRR34661442	SRR34661443
mmu-miR-208a-5p	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	5	1	0	0	1	4	1	0	1	0
mmu-miR-208a-3p	10	0	0	0	3	0	0	0	1	1	2	3	4	1	2	1	3	8	7	6	2	6	4	4	10	3	18	2
mmu-let-7a-5p	38258	24354	21778	30989	27841	23442	29054	13081	115257	97861	110221	132317	79542	41691	138066	108275	21610	34675	32603	39475	19767	27833	33521	46557	28105	6464	20079	20464
mmu-let-7a-1-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-let-7a-2-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-let-7b-5p	6968	6858	7909	7110	6905	8790	7975	4186	68040	41549	42681	63646	16246	10992	59726	48065	1282	3189	2479	5604	2629	2718	2885	4134	3125	903	1946	7431
mmu-let-7b-3p	6	11	4	4	28	6	4	13	17	28	29	45	9	6	34	36	7	9	6	16	19	13	9	8	11	1	5	7
mmu-let-7c-5p	14648	14980	12898	14563	17582	20450	18601	10014	208369	156366	168381	235089	47431	28821	245372	190883	5459	14887	11376	24213	10001	12073	12046	16164	15860	3616	8274	19548
mmu-let-7c-1-3p	1	3	0	0	5	1	7	1	2	1	3	3	0	0	4	3	4	9	2	3	4	4	1	0	5	0	1	7
mmu-let-7c-2-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-let-7e-5p	1758	1371	1853	1449	1201	1961	1641	717	5003	2986	4376	4793	1627	789	4705	4921	247	738	575	1307	423	337	494	540	1013	114	298	367
mmu-let-7e-3p	1	0	0	0	2	0	2	0	3	5	5	7	3	1	6	4	0	0	2	6	1	4	3	3	2	0	2	2
mmu-let-7f-5p	34759	24046	13289	20090	34409	28955	22791	16126	51617	62679	72265	96390	17445	9601	94743	74115	4869	16282	10117	19587	6469	12130	9432	14447	13631	3396	7064	11033
mmu-let-7f-1-3p	0	3	0	0	8	0	0	0	2	7	5	3	0	1	7	5	0	6	3	1	1	2	0	1	2	0	1	1
mmu-let-7f-2-3p	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	2	0	2	1
mmu-miR-15a-5p	742	331	86	183	802	280	519	389	886	2490	2320	2849	1686	1552	3009	1748	3995	6577	5415	3517	2222	4729	4012	5984	4684	905	5420	1036
mmu-miR-15a-3p	2	0	0	0	0	0	0	0	0	2	6	1	0	5	3	2	2	5	3	0	0	1	2	0	2	0	3	3
mmu-miR-16-5p	277929	151267	78844	160133	193446	138020	196521	105971	101498	180162	156043	171232	208441	102298	149239	92608	124062	163413	157236	109273	77521	144434	135565	192282	122543	21276	120590	21645
mmu-miR-16-1-3p	1	3	0	0	9	0	0	1	0	0	0	1	0	0	0	0	4	6	2	0	0	0	3	6	2	1	3	2
mmu-miR-16-2-3p	2	2	0	0	6	1	3	2	1	2	4	9	0	1	1	4	37	63	50	37	27	76	38	68	41	8	54	6
mmu-miR-18a-5p	196	81	4	16	165	70	75	75	261	788	578	687	722	546	876	516	979	1520	1615	669	539	1276	1304	1723	1265	226	1688	92
mmu-miR-18a-3p	0	1	0	0	0	4	0	0	0	0	0	0	1	1	0	1	7	5	9	4	5	5	14	15	7	1	14	6
mmu-miR-20a-5p	1017	449	243	501	853	504	637	562	2028	5966	5056	5221	4266	4020	6740	4919	10217	13816	13689	8380	5813	11210	10968	14950	10538	2110	11693	1446
mmu-miR-20a-3p	6	1	0	5	0	2	6	3	2	9	19	5	3	6	9	3	15	31	25	12	10	28	20	32	19	7	31	10
mmu-miR-21a-5p	4103	2954	410	1079	6325	3236	2869	3898	2016	5089	6645	8834	1428	955	11487	9322	6891	16915	11666	15759	4915	12391	8714	13355	15029	3138	15014	8282
mmu-miR-21a-3p	0	0	0	0	2	3	0	3	17	31	32	49	11	9	48	54	0	9	9	6	2	9	1	5	4	0	6	11
mmu-miR-22-5p	13	5	0	3	8	7	2	0	30	55	104	93	39	18	115	80	57	98	74	99	59	86	63	114	111	13	87	110
mmu-miR-22-3p	542	370	135	263	468	346	395	338	897	2093	2408	2370	1231	1010	3182	2243	6149	7926	7891	5504	4725	7234	7054	10905	6749	1288	7617	3678
mmu-miR-23a-5p	0	0	9	0	0	2	0	0	0	9	9	9	2	2	3	1	0	3	2	1	1	3	3	0	0	0	1	5
mmu-miR-23a-3p	590	397	359	288	482	377	266	308	791	1189	1247	1549	472	248	1844	1186	661	2102	1291	2179	939	1089	1460	1488	2008	354	1285	980
mmu-miR-24-2-5p	0	0	0	0	0	1	0	0	0	0	0	2	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0
mmu-miR-26a-5p	12419	7853	3430	6521	10082	6655	7706	4663	18962	14506	17027	17819	8500	4573	30498	22200	6935	14813	10269	13511	6139	10919	9529	13045	11819	2477	8864	5030
mmu-miR-26a-1-3p	4	0	0	0	0	0	2	1	1	2	0	0	0	0	2	0	1	1	0	0	2	4	0	1	0	0	1	0
mmu-miR-26b-5p	776	560	158	331	849	429	565	376	679	943	1084	1437	645	324	1844	1398	941	2122	1200	1440	661	1542	1097	1510	1366	350	1260	637
mmu-miR-26b-3p	0	0	0	0	0	0	0	0	2	0	0	1	0	0	1	1	3	8	3	0	0	4	1	1	0	1	1	4
mmu-miR-29a-5p	1	0	0	0	0	0	0	0	0	1	2	0	0	0	1	4	17	20	20	20	9	13	31	16	29	2	21	10
mmu-miR-29a-3p	11491	7802	1655	4277	12451	7766	8923	6610	10958	22861	26949	35489	6941	5837	41315	32874	7225	13121	11866	12367	6277	13986	7876	14242	17736	1984	14272	7800
mmu-miR-29c-5p	3	1	0	1	5	0	3	0	3	4	20	10	0	0	12	12	12	17	16	21	3	13	14	17	13	4	19	18
mmu-miR-29c-3p	1313	1128	103	387	2413	1366	1101	1476	398	2020	2261	3470	221	244	4250	3179	468	1565	1016	1538	615	1284	629	1230	1896	339	1570	1629
mmu-miR-27a-5p	13	2	0	3	7	5	0	5	37	63	55	96	8	4	63	36	5	11	5	4	6	20	8	9	5	0	4	7
mmu-miR-27a-3p	280	225	8	62	389	226	113	242	245	667	554	944	120	143	969	666	122	440	246	327	117	205	205	180	488	76	218	388
mmu-miR-31-5p	744	928	607	609	1132	1254	842	624	10311	8578	11248	10364	1137	1114	16594	13113	343	951	691	1568	689	965	589	1354	595	296	704	1111
mmu-miR-31-3p	4	4	0	4	39	12	7	13	7	57	74	63	5	11	97	61	7	35	21	32	20	26	24	38	28	7	51	81
mmu-miR-92a-2-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-92a-3p	210	182	167	170	213	97	247	157	10	49	89	77	59	51	66	52	709	685	940	769	762	844	1367	1228	560	159	847	102
mmu-miR-93-5p	28688	22696	10938	17791	30287	22800	27662	18463	23897	31306	25189	30762	39229	23286	25092	16958	18659	21436	25516	18234	12842	19518	20261	32049	19508	2781	19184	3258
mmu-miR-93-3p	2	2	5	4	0	3	2	0	25	19	27	23	50	13	28	27	13	24	35	14	14	16	18	39	12	5	19	13
mmu-miR-96-5p	79	39	15	31	122	71	70	26	44	87	188	128	21	5	302	242	268	927	502	677	317	747	387	621	640	233	721	674
mmu-miR-96-3p	0	3	0	0	0	0	0	0	9	13	10	17	12	4	24	14	0	2	1	1	1	2	0	0	0	1	0	1
mmu-miR-34a-5p	483	303	108	114	281	436	313	305	2290	3891	6494	7411	806	470	7604	9225	227	754	437	875	232	500	265	522	627	121	524	727
mmu-miR-34a-3p	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	1	1	1	0	0	0	0	0	0	0	0	0
mmu-miR-129-2-3p	1	0	0	0	0	0	2	0	1	3	6	1	16	18	6	6	5	6	16	20	4	8	15	10	12	4	13	3
mmu-miR-98-5p	49	40	15	51	61	42	65	51	1455	1569	2208	2357	476	267	2818	2175	75	279	148	283	112	184	138	226	177	60	84	243
mmu-miR-98-3p	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	2	1	3	0	2	0	2	2	3	0	0	0
mmu-miR-103-1-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-103-3p	5990	3440	3126	3646	3374	3723	4261	2132	5735	10572	9025	11744	6988	4962	12660	10086	4025	5611	6024	5790	3990	4978	5192	7027	5739	935	5212	3419
mmu-miR-103-2-5p	0	0	0	0	0	0	0	0	0	0	1	2	2	2	0	2	0	1	1	0	0	0	1	0	0	0	0	0
mmu-miR-322-5p	412	206	41	77	304	428	201	211	134	188	122	271	71	64	272	203	109	232	165	224	80	122	222	467	317	40	155	91
mmu-miR-322-3p	0	1	0	0	0	6	3	0	22	14	10	20	18	10	32	11	10	8	4	8	3	5	16	59	19	1	2	1
mmu-miR-323-5p	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-323-3p	3	6	0	1	0	0	1	2	2	3	5	9	3	4	4	1	0	2	7	3	0	1	11	17	6	1	1	1
mmu-miR-324-5p	257	138	121	132	219	195	273	179	343	555	570	677	402	335	608	575	140	142	197	122	135	164	211	148	206	27	161	78
mmu-miR-324-3p	0	0	0	0	3	0	0	0	0	0	0	2	0	0	2	2	0	1	0	1	0	0	2	0	0	0	0	0
mmu-miR-325-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
mmu-miR-325-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
mmu-miR-326-5p	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-326-3p	3	7	3	2	11	7	1	7	10	12	22	15	10	4	25	28	4	5	5	18	12	5	12	15	18	1	8	12
mmu-miR-328-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-328-3p	204	140	148	67	174	130	137	166	42	149	185	180	114	101	150	120	99	118	113	189	156	143	272	186	176	30	216	102
mmu-miR-329-5p	2	1	0	0	0	2	2	0	0	0	0	0	0	0	1	0	0	3	1	1	2	3	0	4	5	0	3	0
mmu-miR-329-3p	0	0	0	0	0	0	0	3	3	3	0	1	4	0	1	1	0	4	2	4	1	0	7	25	0	0	3	1
mmu-miR-330-5p	2	5	4	2	6	4	10	5	9	7	13	15	2	6	26	15	4	8	20	19	12	24	24	19	18	3	17	4
mmu-miR-330-3p	1	1	0	0	0	0	1	2	6	9	6	15	1	3	7	7	0	2	5	1	2	1	3	5	2	0	3	2
mmu-miR-331-5p	1	0	0	0	0	0	0	0	1	1	0	2	0	0	1	4	0	3	1	0	0	2	0	1	1	0	0	1
mmu-miR-331-3p	27	16	3	20	27	23	17	31	8	25	18	40	14	11	22	15	34	29	46	50	38	67	59	46	48	6	50	25
mmu-miR-337-5p	5	10	11	6	8	17	16	9	84	54	46	65	30	21	39	58	1	7	8	6	3	3	14	22	8	0	4	5
mmu-miR-337-3p	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	2	2	0	0	0	2	2	9	3	1	2	0
mmu-miR-148b-5p	10	14	11	4	7	4	12	3	1	1	1	1	2	1	2	0	16	19	20	7	14	14	17	29	17	3	16	4
mmu-miR-148b-3p	1272	718	244	461	1334	648	907	443	24	95	74	111	46	32	72	65	1373	2330	2478	1383	1044	2110	1520	2821	2137	398	2170	455
mmu-miR-338-5p	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-338-3p	13	1	3	12	18	25	8	19	13	39	22	39	5	4	83	70	8	39	20	18	9	15	6	7	45	4	5	7
mmu-miR-339-5p	152	102	89	81	162	137	93	72	138	259	216	324	56	68	371	227	124	162	220	281	199	210	255	261	318	50	267	410
mmu-miR-339-3p	14	4	0	0	10	6	4	5	62	69	102	105	71	44	128	98	11	28	19	13	19	24	30	22	21	3	26	16
mmu-miR-340-5p	899	473	45	149	1025	363	544	495	443	1573	1299	1644	1182	840	1918	1178	1860	3427	4219	2130	1844	4150	2516	5110	3801	678	4397	742
mmu-miR-340-3p	6	5	0	0	8	1	10	3	0	1	3	5	2	1	8	1	39	61	45	51	36	54	46	61	41	8	34	9
mmu-miR-341-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-341-3p	0	0	0	0	0	0	0	1	1	0	1	1	0	1	1	0	1	1	0	0	0	0	3	5	0	1	1	0
mmu-miR-342-5p	0	0	0	0	3	0	0	1	8	11	11	24	2	8	13	21	0	5	4	0	2	3	0	0	0	0	1	0
mmu-miR-342-3p	1705	1310	1587	1578	1142	1116	1583	783	432	1018	609	1211	905	764	893	562	1884	1970	2257	1956	1636	2000	3080	3880	1739	262	1715	422
mmu-miR-344-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-344-3p	9	2	0	2	2	1	0	0	1	1	0	0	0	0	2	2	1	4	0	1	1	4	3	5	5	0	1	17
mmu-miR-345-5p	44	26	7	28	23	8	12	24	20	30	55	49	27	25	44	54	36	44	75	38	24	57	66	60	56	2	69	44
mmu-miR-345-3p	40	82	56	38	78	120	105	60	58	46	57	60	44	16	53	66	0	14	14	9	14	16	11	11	6	2	8	18
mmu-miR-346-5p	1	0	0	0	0	4	0	0	0	1	0	1	0	1	0	0	2	0	0	2	0	0	0	0	0	0	2	0
mmu-miR-346-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-350-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	3	1	4	0	0	1	1
mmu-miR-350-3p	466	245	14	110	838	197	334	308	92	311	331	291	263	271	270	153	984	1015	1097	596	509	1172	784	1579	1121	125	1263	167
mmu-miR-351-5p	50	16	21	23	24	33	12	15	135	45	55	85	79	44	58	52	6	5	24	27	16	7	99	133	33	0	4	20
mmu-miR-351-3p	0	0	0	0	0	0	1	0	5	2	1	0	0	2	2	1	0	0	4	0	0	0	4	4	0	0	0	0
mmu-miR-135b-5p	1	0	0	0	0	0	3	2	0	0	1	0	0	0	3	1	6	13	16	9	1	2	5	11	11	3	5	7
mmu-miR-135b-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-101b-5p	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-101b-3p	15	8	0	0	53	15	25	15	1	7	10	18	10	10	15	11	14	52	30	26	16	26	8	19	49	9	25	11
mmu-miR-1a-2-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-107-5p	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-107-3p	27	15	0	14	33	16	18	15	189	327	241	372	66	59	534	388	32	48	96	96	66	46	49	57	104	8	54	69
mmu-miR-10a-5p	6716	7577	3218	5658	11694	8337	7542	7629	33153	29824	47654	56190	11374	4658	73557	61379	3651	10551	7205	19613	5017	9284	8528	11374	10678	3205	9215	16471
mmu-miR-10a-3p	327	453	253	359	690	598	448	479	298	458	573	856	142	95	882	727	50	149	93	171	76	137	85	118	123	45	114	95
mmu-miR-17-5p	154	100	31	40	216	87	129	109	80	400	334	414	107	150	333	227	183	305	325	182	150	384	295	402	371	42	346	39
mmu-miR-17-3p	125	88	38	50	80	95	142	56	296	379	424	449	584	277	379	318	115	190	223	160	141	189	135	209	176	36	234	43
mmu-miR-19a-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	1	2	0	0	1	2	1	6	1	5	0
mmu-miR-19a-3p	276	145	23	59	430	189	174	274	7	56	27	86	225	189	143	78	2280	3527	4549	2017	1517	3437	2971	3880	4629	723	8399	476
mmu-miR-25-5p	8	1	21	6	2	5	11	9	15	11	10	26	18	10	12	12	3	5	5	10	7	4	5	5	8	1	6	3
mmu-miR-25-3p	18224	13274	5459	11897	16898	8578	15560	9343	824	2780	2613	3384	1757	1760	2474	1603	10349	13718	14531	12465	9095	16680	13972	26449	13078	1829	11730	3922
mmu-miR-28a-5p	3	0	0	0	3	1	7	2	121	208	288	292	114	76	389	379	30	54	67	74	36	54	105	60	76	14	60	27
mmu-miR-28a-3p	159	152	101	96	161	180	128	111	161	158	141	276	97	53	219	134	25	26	36	47	21	27	25	47	32	6	28	34
mmu-miR-32-5p	84	20	3	32	80	28	53	32	2	3	10	16	4	7	14	4	394	705	543	294	186	482	363	586	415	125	679	67
mmu-miR-32-3p	1	6	0	0	6	2	1	0	24	33	36	78	39	32	44	24	6	8	8	4	2	11	7	11	12	2	13	5
mmu-miR-100-5p	208	102	33	51	54	148	109	50	191	177	204	210	292	61	330	302	103	195	216	310	107	117	195	169	345	44	140	166
mmu-miR-100-3p	0	0	0	0	2	0	0	0	0	0	1	1	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0
mmu-miR-139-5p	19	28	5	10	5	22	4	6	735	818	614	1143	202	178	1383	753	18	39	32	36	15	25	39	32	40	8	27	18
mmu-miR-139-3p	12	15	4	2	3	9	5	1	15	4	8	20	2	1	16	11	1	0	5	0	0	3	2	2	4	0	0	0
mmu-miR-200c-5p	14	8	0	3	12	24	12	11	6	12	28	21	2	2	14	21	6	22	8	5	9	9	2	5	9	0	15	14
mmu-miR-200c-3p	2734	4877	2754	3372	6944	7665	5793	5360	30373	56733	73932	93149	9732	6432	94600	80521	3366	9340	6550	11707	6518	9276	6579	10125	7546	2404	7686	5883
mmu-miR-210-5p	0	0	0	1	0	3	2	0	0	0	0	5	3	1	2	1	2	2	1	2	3	0	1	4	0	0	1	0
mmu-miR-210-3p	94	152	20	43	227	277	128	242	399	791	1297	1469	112	112	1539	1690	14	80	72	104	45	84	39	73	142	9	92	173
mmu-miR-212-5p	0	0	0	1	1	3	0	0	3	0	2	1	0	0	0	1	2	4	7	8	2	5	11	9	2	1	5	1
mmu-miR-212-3p	1	0	0	3	0	1	0	0	2	2	3	2	1	0	3	0	3	2	8	6	1	2	4	7	2	1	3	1
mmu-miR-181a-1-3p	8	6	0	3	7	9	6	7	19	34	22	20	8	9	18	27	1	12	8	7	3	4	7	11	14	0	5	5
mmu-miR-214-5p	1	0	0	0	0	0	0	0	0	3	0	0	0	1	3	3	2	0	0	5	0	1	2	4	7	1	4	4
mmu-miR-214-3p	5	0	4	5	3	3	7	5	23	14	16	24	31	10	38	36	17	54	30	67	17	11	75	46	41	11	24	6
mmu-miR-216a-5p	0	0	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
mmu-miR-216a-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-218-5p	25	27	0	5	67	23	14	22	1	6	4	10	3	0	8	5	41	64	40	50	12	47	46	58	44	9	56	22
mmu-miR-218-1-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
mmu-miR-218-2-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
mmu-miR-219a-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	1	2	0	0	3	3
mmu-miR-219a-1-3p	6	0	0	0	0	0	0	0	1	0	5	3	4	0	5	6	1	0	0	0	2	0	0	1	1	0	0	0
mmu-miR-223-5p	15	13	0	10	1	8	2	3	10	12	18	12	6	0	10	15	2	3	4	1	9	2	3	4	2	0	4	2
mmu-miR-223-3p	191	204	109	77	186	115	69	152	42	112	84	105	34	37	98	45	42	151	93	96	65	102	139	123	110	33	74	58
mmu-miR-320-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
mmu-miR-320-3p	35	81	100	40	43	41	40	45	267	373	432	515	406	256	552	406	58	87	50	145	101	107	151	135	84	31	80	94
mmu-miR-26a-2-3p	0	1	5	2	7	0	0	2	0	1	1	1	3	0	0	0	3	7	1	2	3	3	5	3	5	1	3	6
mmu-miR-33-5p	0	8	0	0	2	0	0	0	0	2	5	3	1	1	5	2	2	2	5	3	2	2	1	0	8	0	10	8
mmu-miR-33-3p	0	0	0	0	2	0	0	0	0	3	1	5	1	0	4	0	0	0	2	3	0	0	3	1	3	0	3	1
mmu-miR-211-5p	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	6	0	0	0	1	2	2	0	1	1
mmu-miR-211-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-221-5p	6	11	2	7	14	4	16	8	45	36	100	104	32	10	102	155	10	39	23	30	5	31	12	13	35	6	30	29
mmu-miR-221-3p	230	193	79	155	221	157	229	197	170	236	535	499	178	93	513	596	450	1290	999	1826	457	1057	685	1054	1440	246	946	1277
mmu-miR-222-5p	0	0	0	0	0	0	1	0	0	4	6	5	0	1	3	4	0	0	0	0	0	1	0	0	0	0	0	0
mmu-miR-222-3p	43	63	22	49	107	55	103	84	40	74	200	182	86	26	154	233	110	400	269	517	146	328	155	257	381	76	264	567
mmu-miR-224-5p	6	0	0	4	0	4	1	1	0	4	0	5	5	0	3	4	4	2	10	7	1	7	4	10	5	0	4	3
mmu-miR-224-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-29b-2-5p	3	17	0	8	18	2	13	5	5	6	27	23	0	0	21	15	4	4	9	6	4	11	1	1	5	2	5	6
mmu-miR-199b-5p	28	28	8	6	23	26	19	22	24	61	39	71	11	7	79	65	16	66	24	40	6	21	46	38	69	10	57	33
mmu-miR-199b-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-135a-2-3p	1	0	0	3	0	1	0	0	1	1	2	1	3	0	3	5	0	1	0	0	1	0	0	0	0	1	1	1
mmu-miR-19b-1-5p	0	0	0	0	5	0	0	0	0	3	4	0	0	1	1	1	21	14	15	8	10	10	9	25	5	1	20	5
mmu-miR-92a-1-5p	9	1	0	7	9	7	5	4	29	37	57	47	30	13	62	56	9	22	8	9	10	12	6	3	8	2	13	14
mmu-miR-138-1-3p	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
mmu-miR-181b-5p	15	12	15	20	25	7	9	12	77	44	91	72	46	21	117	110	4	34	26	49	15	26	30	27	48	5	28	21
mmu-miR-181b-1-3p	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0
mmu-miR-181c-5p	13	12	0	13	16	7	8	8	51	33	71	49	58	25	58	92	31	52	60	58	22	50	56	46	60	8	74	33
mmu-miR-181c-3p	5	5	0	0	7	7	8	7	18	21	29	29	14	9	30	38	6	11	15	7	4	11	10	12	7	0	19	9
mmu-miR-125b-1-3p	7	8	0	0	0	4	2	0	3	5	3	4	5	2	2	5	7	13	16	5	1	3	5	3	15	3	7	11
mmu-miR-128-2-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-7a-5p	1852	1072	279	574	1772	1091	1160	1012	747	1138	1169	1510	1467	637	1180	1049	599	893	792	543	317	726	568	925	692	145	545	414
mmu-miR-7a-1-3p	27	15	0	0	34	11	10	13	23	66	34	62	38	66	57	33	86	95	156	71	109	150	155	228	124	15	99	37
mmu-miR-7a-2-3p	4	5	0	5	9	6	8	8	7	20	3	13	23	15	7	6	17	14	14	8	13	16	23	21	14	0	11	1
mmu-miR-7b-5p	3930	2240	831	1449	3761	2762	2514	2187	1953	2537	2509	3342	2712	1279	2910	2391	1084	1800	1543	1051	617	1443	1275	2024	1299	312	944	846
mmu-miR-7b-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-217-5p	1	0	0	3	0	0	0	0	3	3	2	1	4	1	1	2	1	2	0	1	1	1	0	4	0	0	2	0
mmu-miR-217-3p	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-194-2-3p	0	0	0	0	3	0	0	0	0	0	1	0	0	0	2	0	0	1	0	0	0	1	2	1	1	0	0	0
mmu-miR-219a-2-3p	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	3	3	4	0	2	4	2	1	0	1	0
mmu-miR-361-5p	160	129	193	136	146	131	143	108	555	796	848	1146	257	224	1370	969	146	195	251	282	217	246	284	310	277	46	185	114
mmu-miR-361-3p	137	139	88	106	173	228	131	125	16	27	30	50	27	15	37	37	56	64	106	73	87	54	90	122	88	13	61	60
mmu-miR-362-5p	13	6	5	0	1	2	6	7	21	50	47	51	49	32	52	39	51	55	73	58	36	58	55	88	60	12	82	27
mmu-miR-362-3p	10	0	0	5	12	0	4	1	0	0	1	3	0	1	3	4	62	82	60	46	30	67	41	91	78	14	100	24
mmu-miR-363-5p	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	1	1	3	0	0	1	1	2	0	0	0	0
mmu-miR-363-3p	0	4	0	7	0	0	0	0	0	1	0	0	0	0	1	0	4	8	15	4	2	6	9	11	5	0	2	1
mmu-miR-365-1-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-365-3p	181	142	78	117	271	191	124	206	246	505	713	686	63	97	1098	638	260	575	681	936	682	656	690	1146	824	199	647	481
mmu-miR-375-5p	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	1	0	0	0	2	0	0	0	0	1	1
mmu-miR-375-3p	553	335	153	258	401	220	507	290	747	729	689	805	1881	874	959	720	2552	3086	3954	3514	2724	4114	5006	6168	3910	696	4089	1521
mmu-miR-376a-5p	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	1
mmu-miR-376a-3p	2	3	0	0	0	2	1	1	3	11	9	21	9	9	20	11	3	6	2	5	0	4	9	10	3	1	9	3
mmu-miR-377-5p	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
mmu-miR-377-3p	0	2	0	0	3	0	0	0	0	0	0	0	0	0	3	0	6	18	14	5	12	15	11	36	10	8	24	4
mmu-miR-378a-5p	40	28	5	12	21	33	39	25	24	31	41	64	10	14	57	40	4	19	24	50	22	12	14	30	32	4	22	30
mmu-miR-378a-3p	254	144	67	91	133	182	124	130	284	217	244	262	60	30	365	272	41	101	99	100	65	66	82	72	140	15	51	102
